1.583333	3.483333	1
0.750000	4.000000	1
1.750000	0.950000	1
4.900000	4.033333	1
0.666667	2.933333	1
1.283333	3.250000	1
3.683333	0.683333	1
0.483333	2.100000	1
1.183333	4.433333	1
2.516667	4.383333	1
1.116667	1.983333	1
2.200000	3.283333	1
4.650000	4.216667	1
2.816667	3.633333	1
4.100000	4.666667	1
1.183333	1.550000	1
4.016667	2.800000	1
0.566667	1.633333	1
4.633333	1.333333	1
0.666667	1.166667	1
0.133333	1.950000	1
4.416667	3.816667	1
2.650000	0.766667	1
1.800000	4.700000	1
0.216667	0.183333	-1
4.966667	2.200000	1
2.166667	2.166667	1
0.500000	1.816667	1
2.250000	4.183333	1
1.316667	1.350000	1
3.866667	3.366667	1
3.766667	2.883333	1
1.183333	0.200000	-1
4.533333	1.683333	1
1.533333	0.200000	1
2.850000	1.683333	1
3.033333	3.150000	1
1.366667	1.550000	1
3.916667	4.033333	1
2.116667	0.000000	1
4.233333	2.083333	1
2.216667	1.400000	1
0.116667	3.583333	1
4.100000	2.366667	1
2.766667	1.283333	1
4.583333	2.500000	1
4.666667	3.366667	1
0.400000	1.716667	1
3.566667	0.800000	1
3.400000	0.983333	1
1.866667	1.250000	1
3.533333	4.900000	1
0.266667	0.766667	-1
1.450000	0.066667	-1
4.816667	4.450000	1
0.066667	4.916667	1
2.400000	3.150000	1
2.183333	2.533333	1
2.600000	1.283333	1
0.766667	1.250000	1
2.583333	1.233333	1
3.750000	2.250000	1
0.466667	4.150000	1
3.966667	4.900000	1
0.816667	3.233333	1
0.883333	2.700000	1
0.350000	0.283333	-1
2.600000	0.633333	1
1.933333	4.933333	1
0.700000	1.750000	1
0.250000	1.633333	1
1.666667	2.650000	1
0.666667	3.850000	1
1.050000	3.266667	1
1.016667	1.833333	1
4.516667	4.466667	1
3.933333	3.283333	1
2.583333	4.400000	1
3.300000	2.416667	1
4.300000	0.000000	1
0.650000	1.066667	1
2.700000	1.000000	1
2.216667	1.166667	1
2.500000	4.150000	1
1.966667	4.066667	1
0.900000	2.216667	1
0.716667	3.433333	1
4.883333	2.250000	1
3.166667	0.933333	1
0.516667	0.050000	-1
3.633333	0.916667	1
4.516667	2.566667	1
0.066667	2.100000	1
2.833333	4.233333	1
4.516667	2.150000	1
4.233333	0.166667	1
4.083333	1.933333	1
2.033333	1.300000	1
3.983333	4.550000	1
0.466667	0.950000	1
4.483333	2.233333	1
4.050000	1.066667	1
0.683333	3.933333	1
3.316667	4.716667	1
0.733333	4.716667	1
4.766667	4.383333	1
0.633333	4.283333	1
2.816667	1.566667	1
2.250000	0.666667	1
0.800000	1.766667	1
3.683333	0.050000	1
2.800000	2.766667	1
2.850000	4.833333	1
4.066667	1.833333	1
0.250000	4.533333	1
3.666667	0.616667	1
1.783333	2.716667	1
1.683333	3.333333	1
2.516667	0.016667	1
3.916667	3.250000	1
0.600000	3.683333	1
3.500000	2.100000	1
3.833333	1.333333	1
3.666667	1.083333	1
2.000000	4.466667	1
2.850000	0.683333	1
0.383333	1.516667	1
4.316667	3.250000	1
1.350000	3.383333	1
0.950000	2.483333	1
3.800000	0.483333	1
3.100000	1.450000	1
3.200000	0.650000	1
0.650000	0.716667	-1
1.533333	4.566667	1
4.850000	2.133333	1
4.116667	3.350000	1
4.233333	2.950000	1
4.683333	2.900000	1
4.033333	2.550000	1
3.250000	2.750000	1
4.100000	3.633333	1
4.266667	3.416667	1
2.750000	1.483333	1
1.816667	4.583333	1
4.833333	1.483333	1
0.066667	3.800000	1
2.933333	4.150000	1
4.466667	3.583333	1
0.733333	1.000000	1
-3.150000	-0.583333	1
-4.016667	-2.266667	-1
-3.950000	-3.250000	-1
-1.083333	-4.500000	-1
-2.033333	-0.983333	-1
-2.066667	-1.150000	-1
-4.600000	-1.166667	-1
-0.650000	-4.733333	-1
-4.600000	-3.416667	-1
-2.083333	-2.283333	-1
-3.000000	-1.933333	-1
-3.766667	-3.933333	-1
-1.600000	-2.566667	-1
-3.083333	-1.066667	-1
-1.150000	-3.833333	-1
-2.950000	-0.166667	1
-0.283333	-1.966667	-1
-3.300000	-0.100000	1
-1.083333	-4.383333	-1
-4.616667	-3.983333	-1
-1.233333	-2.550000	-1
-0.133333	-0.833333	-1
-4.583333	-0.800000	-1
-0.566667	-0.050000	-1
-0.083333	-2.650000	-1
-2.333333	-3.950000	-1
-0.450000	-1.966667	-1
-3.750000	-2.066667	-1
-4.533333	-1.850000	-1
-4.000000	-1.550000	-1
-1.550000	-1.950000	-1
-2.583333	-2.700000	-1
-4.783333	-0.883333	-1
-2.816667	-0.883333	1
-1.133333	-2.433333	-1
-0.733333	-3.233333	-1
-0.850000	-1.750000	-1
-4.066667	-0.433333	1
-3.416667	-0.500000	1
-0.500000	-3.500000	-1
-3.166667	-3.700000	-1
-3.316667	-4.483333	-1
-0.683333	-2.066667	-1
-1.550000	-1.083333	-1
-4.783333	-0.566667	-1
-2.650000	-2.200000	-1
-2.516667	-1.100000	-1
-4.916667	-3.183333	-1
-2.000000	-3.600000	-1
-4.066667	-4.000000	-1
-1.900000	-0.666667	-1
-2.250000	-2.750000	-1
-2.416667	-2.183333	-1
-3.183333	-0.833333	1
-2.700000	-3.683333	-1
-0.200000	-1.733333	-1
-2.400000	-4.383333	-1
-1.216667	-3.950000	-1
-1.466667	-2.783333	-1
-0.033333	-2.116667	-1
-4.216667	-3.550000	-1
-0.200000	-2.600000	-1
-4.666667	-0.116667	-1
-0.783333	-2.533333	-1
-3.716667	-0.716667	1
-2.400000	-0.616667	1
-1.400000	-4.650000	-1
-4.233333	-4.683333	-1
-1.850000	-2.416667	-1
-0.533333	-0.416667	-1
-1.983333	-1.600000	-1
-2.150000	-0.250000	1
-1.000000	-3.366667	-1
-4.200000	-3.333333	-1
-2.016667	-0.100000	1
-1.316667	-1.233333	-1
-4.533333	-1.516667	-1
-3.850000	-4.200000	-1
-2.500000	-0.500000	1
-2.600000	-2.083333	-1
-1.233333	0.000000	-1
-3.566667	-2.633333	-1
-0.533333	-2.800000	-1
-3.183333	-2.383333	-1
-0.233333	-3.716667	-1
-2.800000	-3.083333	-1
-1.200000	-0.816667	-1
-3.333333	-3.066667	-1
-4.183333	-3.400000	-1
-2.266667	-2.083333	-1
-3.500000	-3.583333	-1
-4.183333	-3.900000	-1
-0.116667	-3.033333	-1
-3.100000	-3.483333	-1
